Street,Location_Id,City,State_Id,State
Santa Monica Road,571,Concord,IL,Missouri
Timberlane Drive,572,Concord,KS,Massachusetts
Carpinteria Avenue,573,Helena,LA,Colorado
Bayshore Freeway,574,Boise,NY,Oregon
Castillo Drive,575,Atlanta,ND,Connecticut
Lindbergh Blvd,576,Dover,VT,Arizona
Westside Freeway,577,Springfield,GA,Oregon
Timberlane Drive,578,Baton Rouge,HI,Missouri
San Ysidro Blvd,579,Charleston,SD,Colorado
Harry S Truman Blvd,580,Columbia,MO,South Carolina
Timberlane Drive,581,Austin,UT,Oregon
San Simeon,582,Tallahassee,NC,Missouri
Milpas Street,583,Indianapolis,AK,Oregon
Carpinteria South,584,Augusta,AR,Idaho
Cleveland Ave.,585,Montpelier,MA,Indiana
Carpinteria Avenue,586,Sacramento,HI,South Carolina
Harbor Dr,587,Charleston,IA,Nebraska
North Erringer Road,588,Lansing,KS,Ohio
Cerrillos Road,589,Dover,NH,New York
Fairview Avenue,590,Tallahassee,MD,Oregon
Newbury Road,591,Boise,NV,Kentucky
Jean de la Fontaine,592,Montpelier,ND,Washington
Westside Freeway,593,Carson City,MS,Arizona
E Fowler Avenue,594,Juneau,LA,Arkansas
San Simeon,595,Austin,WI,South Dakota
Santa Monica Road,596,Dover,NH,Nevada
San Marcos,597,Helena,CA,Ohio
North Broadway Street,598,Atlanta,MT,Missouri
North Broadway Street,599,Lincoln,NH,Utah
Via Real,600,Austin,WV,North Dakota
Katella Avenue,601,Pierre,MI,Maine
East Fry Blvd.,602,Boston,DE,South Carolina
Redwood Highway,603,Topeka,VA,Pennsylvania
Redwood Highway,604,Frankfort,AR,Massachusetts
Corona Del Mar,605,Nashville,OR,Louisiana
S Rustle St,606,Columbus,KS,North Carolina
S Rustle St,607,Juneau,AZ,West Virginia
Richmond Hill,608,Hartford,GA,Delaware
E Fowler Avenue,609,Salt Lake City,IN,Minnesota
San Ysidro Blvd,610,Nashville,NH,Virginia
Cleveland Ave.,611,Montpelier,AZ,California
East Calle Primera,612,Tallahassee,WY,Indiana
Katella Avenue,613,Augusta,VA,Oklahoma
Redwood Highway,614,Augusta,NE,Oregon
Westside Freeway,615,Columbus,ME,Minnesota
Bayshore Freeway,616,Albany,FL,Idaho
Katella Avenue,617,Little Rock,KS,Florida
Steele Lane,618,Saint Paul,CA,Indiana
Santa Monica Road,619,Jefferson City,OK,Rhode Island
W. Russell St.,620,Boston,MN,Maine
Corona Del Mar,621,Atlanta,VT,Vermont
Richmond Hill,622,Lincoln,CA,Washington
N Harrison St,623,Nashville,WV,North Carolina
Timberlane Drive,624,Raleigh,GA,Utah
Castillo Drive,625,Boise,WY,Minnesota
Lindbergh Blvd,626,Topeka,MS,Maryland
Bayshore Freeway,627,Olympia,NM,Indiana
East Fry Blvd.,628,Atlanta,NY,Ohio
Corona Del Mar,629,Concord,AK,Kentucky
North Broadway Street,630,Tallahassee,VT,Rhode Island
Cleveland Ave.,631,Providence,NY,Idaho
Monroe Street,632,Boston,KY,Washington
San Luis Obispo North,633,Helena,MD,Missouri
Woodson Rd.,634,Phoenix,CO,Indiana
Newbury Road,635,Salem,NM,Iowa
Tully Road East,636,Denver,CA,Hawaii
Timberlane Drive,637,Oklahoma City,NV,Maine
Moreno Drive,638,Harrisburg,CA,Maryland
Apalachee Parkway,639,Jefferson City,IL,West Virginia
Steele Lane,640,Salt Lake City,SC,Virginia
San Simeon,641,Concord,GA,South Dakota
Bailard Avenue,642,Santa Fe,RI,Maine
North Preisker Lane,643,Austin,CA,Wyoming
Erringer Road,644,Frankfort,MA,Georgia
N Harrison St,645,Raleigh,LA,Maryland
South Roosevelt Drive,646,Madison,ME,Illinois
Harry S Truman Blvd,647,Boston,WY,Alaska
Apalachee Parkway,648,Lansing,SC,Kentucky
Cabrillo Highway,649,Oklahoma City,LA,New York
N Harrison St,650,Raleigh,SD,Arizona
Padre Boulevard,651,Lansing,CO,Arizona
Bowles Avenue,652,Lincoln,AL,Rhode Island
Camelback Rd,653,Annapolis,VA,Arizona
Moreno Drive,654,Salt Lake City,MT,New York
Fairview Avenue,655,Salt Lake City,GA,Delaware
W. Russell St.,656,Augusta,MA,Maryland
Steele Lane,657,Santa Fe,ND,New York
E Fowler Avenue,658,Salem,WI,Wyoming
W. Russell St.,659,Charleston,VT,Massachusetts
Santa Rosa South,660,Des Moines,IN,Massachusetts
San Luis Obispo North,661,Salt Lake City,IN,Virginia
El Camino Real,662,Springfield,IL,Pennsylvania
Richmond Hill,663,Helena,TN,Nebraska
North Erringer Road,664,Carson City,SC,Arkansas
North Atherton Street,665,Austin,AK,Maine
South Highway,666,Jackson,GA,Rhode Island
Calle Real,667,Sacramento,AZ,Kentucky
Tanger Blvd,668,Baton Rouge,GA,Rhode Island
Padre Boulevard,669,Phoenix,NM,Louisiana
Lawrenceville Suwanee,670,Jackson,GA,New Hampshire
El Camino Real,671,Austin,OK,Maine
East Calle Primera,672,Richmond,KY,New Mexico
Greenwood Road,673,Nashville,OH,North Dakota
Jean de la Fontaine,674,Pierre,HI,Oregon
Santa Monica Road,675,Helena,DE,Rhode Island
Santa Ana Freeway,676,Richmond,ME,Arkansas
South Highway,677,Harrisburg,WI,Alaska
Camelback Rd,678,Richmond,MI,Ohio
Jean de la Fontaine,679,Jackson,NV,Iowa
Moreno Drive,680,Carson City,WY,Kentucky
East Calle Primera,681,Juneau,WV,Arizona
South Highway,682,Jackson,LA,Mississippi
El Camino Real,683,Raleigh,MN,California
Richmond Hill,684,Cheyenne,KY,Hawaii
East Fry Blvd.,685,Raleigh,RI,Colorado
San Marcos,686,Pierre,WI,Illinois
Milpas Street,687,Boston,MD,Utah
Timberlane Drive,688,Denver,SC,Vermont
Katella Avenue,689,Helena,OK,Tennessee
Pacific Hwy S,690,Jefferson City,IA,Utah
Cleveland Ave.,691,Salem,GA,Maine
Pacific Hwy S,692,Lansing,TX,Ohio
E Fowler Avenue,693,Olympia,DE,Idaho
Harry S Truman Blvd,694,Nashville,MS,Nevada
Fairview Avenue,695,Sacramento,IN,Tennessee
Cabrillo Highway,696,Austin,VT,Arizona
Timberlane Drive,697,Salem,NE,Indiana
Fairview Avenue,698,Phoenix,MT,Nebraska
Moreno Drive,699,Montgomery,TN,Ohio
Grandview Drive,700,Denver,DE,Idaho
Cerrillos Road,701,Providence,NM,Maryland
San Diego Freeway,702,Boston,NY,Ohio
San Luis Obispo North,703,Tallahassee,NE,Missouri
N Kentwood,704,Boise,WV,Michigan
Cabrillo Highway,705,Hartford,NE,Tennessee
Burnett Road,706,Columbia,AR,Wisconsin
Jones Road,707,Saint Paul,CO,Maryland
South Highway,708,Santa Fe,IN,Maine
Moreno Drive,709,Bismarck,MI,Montana
Harry S Truman Blvd,710,Sacramento,KY,Arkansas
Steele Lane,711,Jefferson City,HI,Utah
Burnett Road,712,Concord,IA,Oklahoma
Santa Rosa North,713,Helena,TN,Ohio
Carpinteria Avenue,714,Baton Rouge,GA,Wisconsin
E Fowler Avenue,715,Helena,WA,California
South Highway,716,Lincoln,NV,Colorado
Steele Lane,717,Topeka,FL,Minnesota
Westside Freeway,718,Oklahoma City,CO,Washington
Castillo Drive,719,Carson City,NE,Maryland
Grandview Drive,720,Indianapolis,UT,Connecticut
Bayshore Freeway,721,Richmond,AR,Missouri
Tanger Blvd,722,Pierre,GA,Hawaii
S Rustle St,723,Saint Paul,NM,Minnesota
Bailard Avenue,724,Harrisburg,CT,Hawaii
Harbor Dr,725,Santa Fe,MT,North Carolina
North Atherton Street,726,Tallahassee,GA,Nebraska
San Luis Obispo North,727,Albany,WA,New Jersey
Calle Real,728,Cheyenne,CO,Minnesota
San Simeon,729,Topeka,NY,Delaware
North Ventu Park Road,730,Salt Lake City,IA,South Carolina
Bayshore Freeway,731,Jackson,MA,Wisconsin
N Kentwood,732,Carson City,IA,Florida
Grandview Drive,733,Carson City,MD,Iowa
N Harrison St,734,Lincoln,NE,South Carolina
Milpas Street,735,Carson City,VA,Illinois
Greenwood Road,736,Helena,MN,New Mexico
Hutchinson Rd,737,Olympia,WY,Louisiana
Cleveland Ave.,738,Harrisburg,NE,Montana
Castillo Drive,739,Concord,GA,Vermont
East Fry Blvd.,740,Boise,OH,Nevada
Fairview Avenue,741,Saint Paul,HI,Iowa
East 1st Street,742,Charleston,GA,Wisconsin
San Luis Obispo North,743,Olympia,OH,Utah
Santa Rosa South,744,Charleston,VT,Missouri
Hutchinson Rd,745,Little Rock,IA,Maine
Bailard Avenue,746,Columbia,WA,Colorado
Fairview Avenue,747,Cheyenne,KY,Iowa
Jones Road,748,Des Moines,TX,Indiana
Cabrillo Highway,749,Baton Rouge,ME,Texas
Fontaine Road,750,Saint Paul,OR,Mississippi
North Atherton Street,751,Springfield,TX,Tennessee
Timberlane Drive,752,Tallahassee,TN,South Dakota
San Marcos,753,Helena,SD,Arizona
Pacific Hwy S,754,Denver,ID,Indiana
Castillo Drive,755,Frankfort,LA,Michigan
Lake Tahoe Blvd.,756,Boston,NV,Alaska
Cerrillos Road,757,Columbia,FL,Kentucky
Grandview Drive,758,Boise,IN,Arizona
Harry S Truman Blvd,759,Columbia,OR,Maine
Fontaine Road,760,Denver,AL,Indiana
Lawrenceville Suwanee,761,Phoenix,OH,New York
East Fry Blvd.,762,Columbus,CA,Tennessee
Harbor Dr,763,Phoenix,VT,Kentucky
Grandview Drive,764,Jefferson City,VT,Louisiana
N Kentwood,765,Frankfort,VA,Rhode Island
East Fry Blvd.,766,Boise,MA,Nebraska
Lake Tahoe Blvd.,767,Des Moines,HI,Missouri
San Ysidro Blvd,768,Austin,TN,Alaska
Hutchinson Rd,769,Madison,SD,Connecticut
Erringer Road,770,Columbia,VT,Nebraska
Pacific Hwy S,771,Jefferson City,PA,Alabama
North Broadway Street,772,Charleston,CT,Indiana
Lake Tahoe Blvd.,773,Harrisburg,TX,Nebraska
French Camp Turnpike Road,774,Carson City,VT,Oklahoma
Burnett Road,775,Austin,NJ,Texas
Carpinteria South,776,Saint Paul,KY,Montana
E Fowler Avenue,777,Harrisburg,IL,Alaska
San Luis Obispo North,778,Nashville,MI,Missouri
Redwood Highway,779,Atlanta,WY,Maryland
Harry S Truman Blvd,780,Montgomery,MO,New York
North Atherton Street,781,Honolulu,FL,Alaska
Newbury Road,782,Jefferson City,MA,Virginia
North Erringer Road,783,Saint Paul,MA,South Carolina
Lindbergh Blvd,784,Montgomery,MN,Tennessee
San Diego Freeway,785,Jefferson City,WV,Pennsylvania
Hutchinson Rd,786,Olympia,AZ,North Dakota
Monroe Street,787,Concord,UT,New York
Timberlane Drive,788,Cheyenne,GA,Rhode Island
Monroe Street,789,Des Moines,TN,Virginia
Westside Freeway,790,Austin,NY,Indiana
East Main Street,791,Bismarck,IL,Arizona
Santa Monica Road,792,Trenton,GA,Louisiana
Lawrenceville Suwanee,793,Des Moines,AK,North Carolina
Hutchinson Rd,794,Jefferson City,MA,Minnesota
E Fowler Avenue,795,Tallahassee,MI,Colorado
Calle Real,796,Phoenix,TX,Utah
Jean de la Fontaine,797,Saint Paul,AK,Florida
East Main Street,798,Frankfort,DE,Georgia
Katella Avenue,799,Atlanta,WV,Arizona
North Preisker Lane,800,Trenton,MI,New Hampshire
Lake Tahoe Blvd.,801,Carson City,NY,Connecticut
Calle Real,802,Helena,IN,Minnesota
North Ventu Park Road,803,Boston,OH,New York
Fairview Avenue,804,Baton Rouge,DE,Virginia
South Roosevelt Drive,805,Lincoln,CO,New Jersey
South Highway,806,Sacramento,NH,South Dakota
Bailard Avenue,807,Raleigh,NH,Maine
Cabrillo Highway,808,Indianapolis,VT,Georgia
Cleveland Ave.,809,Charleston,UT,Maryland
Bailard Avenue,810,Carson City,NV,Michigan
Pacific Hwy S,811,Columbia,OH,Georgia
S Rustle St,812,Hartford,MS,Rhode Island
Carpinteria North,813,Austin,AK,Hawaii
Carpinteria Avenue,814,Providence,NM,New Mexico
Grandview Drive,815,Pierre,WY,Vermont
Calle Real,816,Austin,VA,Rhode Island
Via Real,817,Austin,OR,Pennsylvania
Grandview Drive,818,Boise,AR,Texas
Harry S Truman Blvd,819,Trenton,RI,Vermont
Moreno Drive,820,Providence,MS,Missouri
Lake Tahoe Blvd.,821,Providence,OR,Tennessee
North Ventu Park Road,822,Phoenix,MD,Arizona
Westside Freeway,823,Madison,MD,Arizona
Bowles Avenue,824,Denver,KY,Virginia
Jones Road,825,Boise,VT,Kentucky
Hutchinson Rd,826,Columbus,MS,Colorado
Santa Rosa South,827,Bismarck,GA,Wisconsin
North Preisker Lane,828,Lansing,AK,Virginia
South Highway,829,Oklahoma City,TX,Washington
Castillo Drive,830,Tallahassee,NC,Minnesota
Castillo Drive,831,Concord,PA,Indiana
Grandview Drive,832,Raleigh,CA,North Carolina
Katella Avenue,833,Providence,FL,Michigan
Lindbergh Blvd,834,Tallahassee,VT,Delaware
San Ysidro Blvd,835,Dover,OR,West Virginia
N Harrison St,836,Dover,NV,North Carolina
W. Russell St.,837,Honolulu,KY,Vermont
El Camino Real,838,Providence,MS,Oregon
Tanger Blvd,839,Atlanta,CT,Iowa
North Preisker Lane,840,Olympia,MS,Nevada
Via Real,841,Baton Rouge,OH,Alaska
Timberlane Drive,842,Boise,OR,Texas
Santa Rosa South,843,Tallahassee,OK,Oklahoma
Lake Tahoe Blvd.,844,Topeka,VT,Washington
Castillo Drive,845,Phoenix,OR,South Dakota
South Highway,846,Hartford,NY,Iowa
Erringer Road,847,Dover,WV,California
Santa Rosa North,848,Cheyenne,KS,Ohio
Harbor Dr,849,Lansing,TX,Maryland
Harbor Dr,850,Montpelier,TX,Kentucky
Santa Rosa South,851,Madison,SD,Iowa
San Diego Freeway,852,Lincoln,MO,Florida
Burnett Road,853,Richmond,IN,Washington
Grandview Drive,854,Denver,OK,New York
Santa Ana Freeway,855,Austin,MI,Missouri
Santa Ana Freeway,856,Annapolis,MN,Arkansas
Corona Del Mar,857,Juneau,NE,Georgia
Lindbergh Blvd,858,Austin,LA,Utah
Hutchinson Rd,859,Boise,NH,Maryland
Jones Road,860,Providence,AL,Connecticut
Castillo Drive,861,Boise,MN,Alaska
Milpas Street,862,Jackson,NM,North Dakota
Castillo Drive,863,Honolulu,KS,West Virginia
Calle Real,864,Columbus,AL,Iowa
North Ventu Park Road,865,Olympia,NM,North Dakota
Pacific Hwy S,866,Santa Fe,WA,North Carolina
San Ysidro Blvd,867,Pierre,LA,Missouri
East Main Street,868,Baton Rouge,AZ,Delaware
Richmond Hill,869,Albany,ND,Ohio
Grandview Drive,870,Raleigh,ND,Maryland
East Calle Primera,871,Santa Fe,MN,Maine
Santa Ana Freeway,872,Columbus,NY,Kansas
Santa Monica Road,873,Montgomery,WI,Alaska
Camelback Rd,874,Jefferson City,SC,Idaho
Camelback Rd,875,Phoenix,SC,Idaho
Pacific Hwy S,876,Little Rock,WY,Georgia
Via Real,877,Helena,AR,Nebraska
Harbor Dr,878,Annapolis,OH,Georgia
French Camp Turnpike Road,879,Saint Paul,CA,Virginia
Calle Real,880,Carson City,NY,Colorado
Tanger Blvd,881,Lincoln,CA,Nevada
Carpinteria South,882,Lansing,AK,Rhode Island
Jones Road,883,Columbia,ID,Utah
East Main Street,884,Hartford,WV,Oregon
Katella Avenue,885,Indianapolis,NJ,Montana
Via Real,886,Lincoln,VT,Arkansas
North Erringer Road,887,Boise,CO,Louisiana
Jones Road,888,Columbus,MD,Georgia
San Ysidro Blvd,889,Little Rock,KS,Arkansas
South Roosevelt Drive,890,Salt Lake City,MT,South Carolina
Redwood Highway,891,Des Moines,NH,Virginia
Jones Road,892,Bismarck,DE,Maryland
Santa Rosa North,893,Salem,IL,Idaho
Calle Real,894,Saint Paul,WI,Illinois
Steele Lane,895,Augusta,VT,North Dakota
Newbury Road,896,Trenton,NH,Oregon
Santa Monica Road,897,Juneau,SD,South Carolina
Via Real,898,Hartford,LA,Alaska
French Camp Turnpike Road,899,Frankfort,WI,Massachusetts
E Fowler Avenue,900,Harrisburg,FL,Colorado
Pacific Hwy S,901,Jefferson City,KY,New Hampshire
East Main Street,902,Richmond,OR,Utah
Moreno Drive,903,Topeka,AZ,New Jersey
Hutchinson Rd,904,Nashville,VA,Virginia
Santa Ana Freeway,905,Bismarck,SD,California
North Atherton Street,906,Richmond,NE,Delaware
Lake Tahoe Blvd.,907,Salt Lake City,WA,Kentucky
Jean de la Fontaine,908,Lansing,MA,Nebraska
North Broadway Street,909,Pierre,AK,New Jersey
Santa Ana Freeway,910,Boston,OK,Michigan
S Rustle St,911,Olympia,ID,North Carolina
Erringer Road,912,Montgomery,CO,Maryland
Greenwood Road,913,Honolulu,AZ,Mississippi
W. Russell St.,914,Cheyenne,AK,Arizona
E Fowler Avenue,915,Harrisburg,NJ,New Jersey
Carpinteria North,916,Frankfort,PA,Colorado
South Highway,917,Richmond,NM,New Jersey
Castillo Drive,918,Bismarck,GA,Rhode Island
Tully Road East,919,Hartford,KY,Alaska
N Kentwood,920,Indianapolis,OH,California
Katella Avenue,921,Pierre,KY,Pennsylvania
San Luis Obispo North,922,Sacramento,NY,Maine
French Camp Turnpike Road,923,Boston,OH,Iowa
Camelback Rd,924,Tallahassee,TX,Alabama
Santa Monica Road,925,Bismarck,MD,Michigan
North Ventu Park Road,926,Harrisburg,ID,Kentucky
Richmond Hill,927,Salt Lake City,CT,Georgia
El Camino Real,928,Saint Paul,IA,Arkansas
Carpinteria North,929,Jefferson City,CA,North Dakota
Via Real,930,Topeka,NY,Georgia
Carpinteria Avenue,931,Lansing,MD,Nebraska
Steele Lane,932,Trenton,AZ,Delaware
Via Real,933,Columbia,HI,Delaware
Lindbergh Blvd,934,Richmond,CT,South Dakota
Milpas Street,935,Columbia,PA,North Carolina
E Fowler Avenue,936,Columbia,TX,North Dakota
North Atherton Street,937,Honolulu,KY,Virginia
Westside Freeway,938,Carson City,VA,New Hampshire
Fontaine Road,939,Richmond,KY,Utah
South Highway,940,Montpelier,KS,New Hampshire
Burnett Road,941,Boston,IN,Texas
South Roosevelt Drive,942,Montgomery,NH,South Carolina
Camelback Rd,943,Frankfort,MT,Nebraska
Carpinteria North,944,Indianapolis,ID,Alaska
Monroe Street,945,Santa Fe,AR,West Virginia
Tully Road East,946,Honolulu,KS,Wyoming
San Luis Obispo North,947,Nashville,CA,Mississippi
Newbury Road,948,Frankfort,TX,Kansas
N Harrison St,949,Concord,CT,Nebraska
Lawrenceville Suwanee,950,Santa Fe,KS,Utah
Steele Lane,951,Frankfort,PA,Indiana
Fairview Avenue,952,Olympia,LA,Delaware
Newbury Road,953,Saint Paul,PA,South Dakota
East Fry Blvd.,954,Sacramento,NH,New Mexico
Padre Boulevard,955,Hartford,WA,Nebraska
Katella Avenue,956,Olympia,VA,North Dakota
East Main Street,957,Olympia,KY,North Carolina
Cerrillos Road,958,Augusta,IN,Delaware
San Marcos,959,Salem,NH,Hawaii
El Camino Real,960,Frankfort,IA,Kentucky
Cleveland Ave.,961,Lincoln,TN,Connecticut
Lake Tahoe Blvd.,962,Albany,NV,Nebraska
San Ysidro Blvd,963,Trenton,NM,Pennsylvania
North Preisker Lane,964,Little Rock,HI,Indiana
East Fry Blvd.,965,Boise,IN,Alaska
South Roosevelt Drive,966,Augusta,OR,Delaware
Westside Freeway,967,Topeka,TX,Washington
Santa Rosa South,968,Atlanta,KY,Vermont
N Kentwood,969,Frankfort,NC,Maryland
East Fry Blvd.,970,Austin,LA,Maine
East Main Street,971,Bismarck,NV,Oregon
Carpinteria South,972,Boise,WV,Tennessee
Apalachee Parkway,973,Madison,IN,West Virginia
Tully Road East,974,Trenton,SD,Vermont
Lake Tahoe Blvd.,975,Trenton,CO,Tennessee
French Camp Turnpike Road,976,Richmond,GA,Alaska
Camelback Rd,977,Juneau,NC,Vermont
Santa Rosa South,978,Des Moines,MT,Mississippi
Carpinteria North,979,Sacramento,NE,Ohio
East Calle Primera,980,Springfield,IA,Michigan
South Highway,981,Santa Fe,NJ,Louisiana
French Camp Turnpike Road,982,Dover,TX,Connecticut
East Calle Primera,983,Tallahassee,SC,Alaska
Carpinteria Avenue,984,Annapolis,LA,Mississippi
San Simeon,985,Frankfort,NH,New Hampshire
Moreno Drive,986,Salem,NE,Utah
Santa Ana Freeway,987,Dover,TN,North Dakota
Burnett Road,988,Oklahoma City,SD,New Jersey
Redwood Highway,989,Madison,MO,Kentucky
North Broadway Street,990,Juneau,CT,Utah
Cerrillos Road,991,Nashville,ME,Connecticut
Fontaine Road,992,Charleston,PA,Indiana
Bowles Avenue,993,Harrisburg,SD,Oklahoma
Milpas Street,994,Little Rock,MT,Idaho
Camelback Rd,995,Oklahoma City,SD,Virginia
Monroe Street,996,Jefferson City,UT,Washington
San Simeon,997,Oklahoma City,MN,New York
North Erringer Road,998,Jefferson City,NH,Georgia
Tanger Blvd,999,Baton Rouge,SC,Minnesota
Tanger Blvd,1000,Concord,MT,Illinois
San Ysidro Blvd,1001,Augusta,DE,Tennessee
Tanger Blvd,1002,Jefferson City,GA,Arkansas
Carpinteria South,1003,Jackson,PA,Illinois
Jones Road,1004,Concord,NY,Iowa
Westside Freeway,1005,Sacramento,VT,Wisconsin
Steele Lane,1006,Columbia,AL,Minnesota
East Calle Primera,1007,Jefferson City,DE,Minnesota
Timberlane Drive,1008,Richmond,MN,Nebraska
S Rustle St,1009,Jefferson City,UT,Alaska
Corona Del Mar,1010,Springfield,NC,Minnesota
South Roosevelt Drive,1011,Helena,MO,Wisconsin
Timberlane Drive,1012,Boston,CO,Missouri
Cleveland Ave.,1013,Indianapolis,NJ,New Jersey
Via Real,1014,Sacramento,KY,New York
Harbor Dr,1015,Bismarck,NH,Illinois
Tanger Blvd,1016,Juneau,SD,Arkansas
Santa Monica Road,1017,Lansing,WI,Florida
Pacific Hwy S,1018,Baton Rouge,VT,Delaware
N Kentwood,1019,Nashville,KY,Indiana
W. Russell St.,1020,Des Moines,ID,Maryland
Timberlane Drive,1021,Lansing,MA,Michigan
Calle Real,1022,Boston,CT,Tennessee
Santa Rosa North,1023,Atlanta,ID,New York
Santa Ana Freeway,1024,Tallahassee,OH,Tennessee
Cleveland Ave.,1025,Tallahassee,NC,Nevada
Fontaine Road,1026,Montpelier,KY,Alaska
Redwood Highway,1027,Bismarck,IA,Tennessee
Hutchinson Rd,1028,Lansing,PA,Wyoming
Grandview Drive,1029,Columbus,AL,Alaska
East Calle Primera,1030,Montgomery,MD,Illinois
Greenwood Road,1031,Denver,ME,Georgia
South Highway,1032,Augusta,NV,Louisiana
Bayshore Freeway,1033,Sacramento,SC,Idaho
Tanger Blvd,1034,Saint Paul,HI,Ohio
Burnett Road,1035,Oklahoma City,AR,California
Westside Freeway,1036,Salem,MT,Delaware
Grandview Drive,1037,Hartford,ME,Iowa
El Camino Real,1038,Charleston,MI,Michigan
Castillo Drive,1039,Montpelier,IL,Tennessee
Via Real,1040,Trenton,AL,Rhode Island
Woodson Rd.,1041,Jefferson City,RI,Georgia
East 1st Street,1042,Atlanta,KY,Oregon
Camelback Rd,1043,Baton Rouge,MS,Minnesota
San Simeon,1044,Topeka,MN,New Jersey
W. Russell St.,1045,Raleigh,KS,Maryland
Harry S Truman Blvd,1046,Santa Fe,VT,Nevada
Fairview Avenue,1047,Austin,AK,South Carolina
Westside Freeway,1048,Phoenix,WA,Vermont
Richmond Hill,1049,Oklahoma City,OR,New Mexico
San Diego Freeway,1050,Helena,ND,North Dakota
N Kentwood,1051,Saint Paul,GA,South Carolina
Santa Ana Freeway,1052,Charleston,NV,Pennsylvania
Calle Real,1053,Pierre,OR,Indiana
San Marcos,1054,Atlanta,SC,Vermont
North Preisker Lane,1055,Concord,NE,Nebraska
Santa Ana Freeway,1056,Madison,ND,South Dakota
N Kentwood,1057,Carson City,NM,Iowa
Harry S Truman Blvd,1058,Tallahassee,KY,West Virginia
Erringer Road,1059,Madison,FL,Kentucky
